#ID USER ENTITLEMENT
2138 289 27
2139 276 52
2140 245 41
2141 128 88
2142 180 74
2143 162 84
2144 251 29
2145 135 33
2146 137 73
2147 298 118
2148 175 51
2149 129 105
2150 152 71
2151 330 69
2152 58 122
2153 250 66
2154 318 360
2155 283 98
2156 45 246
2157 146 34
2158 201 73
2159 156 26
2160 174 29
2161 140 75
2162 222 45
2163 283 114
2164 203 51
2165 141 52
2166 275 98
2167 239 82
2168 278 73
2169 123 124
2170 113 94
2171 337 291
2172 338 60
2173 162 107
2174 185 43
2175 118 247
2176 92 265
2177 265 101
2178 335 124
2179 315 35
2180 242 92
2181 29 101
2182 252 245
2183 194 36
2184 200 42
2185 158 119
2186 67 271
2187 17 108
2188 23 58
2189 354 11
2190 303 274
2191 115 54
2192 314 51
2193 219 47
2194 267 123
2195 271 86
2196 273 48
2197 143 71
2198 232 113
2199 34 243
2200 274 77
2201 127 50
2202 158 84
2203 211 84
2204 243 109
2205 60 39
2206 144 95
2207 215 86
2208 247 127
2209 299 61
2210 105 100
2211 122 72
2212 303 364
2213 40 19
2214 107 26
2215 193 83
2216 211 38
2217 121 98
2218 264 122
2219 316 332
2220 137 116
2221 289 104
2222 139 197
2223 331 81
2224 307 361
2225 48 95
2226 300 65
2227 56 249
2228 18 60
2229 151 112
2230 225 108
2231 321 320
2232 108 288
2233 329 340
2234 171 116
2235 338 65
2236 219 81
2237 113 98
2238 44 248
2239 49 77
2240 155 43
2241 98 57
2242 124 171
2243 74 264
2244 186 90
2245 300 53
2246 228 247
2247 248 246
2248 275 107
2249 241 41
2250 39 129
2251 115 62
2252 239 105
2253 102 44
2254 235 47
2255 158 83
2256 325 56
2257 222 26
2258 232 248
2259 126 33
2260 244 88
2261 126 115
2262 108 284
2263 316 77
2264 197 84
2265 223 55
2266 284 43
2267 341 124
2268 133 45
2269 135 78
2270 313 81
2271 107 117
2272 309 79
2273 174 128
2274 251 76
2275 220 71
2276 207 116
2277 125 159
2278 324 362
2279 81 269
2280 116 71
2281 184 69
2282 266 74
2283 289 123
2284 184 75
2285 261 162
2286 68 74
2287 185 127
2288 215 27
2289 47 245
2290 50 45
2291 321 40
2292 47 249
2293 48 44
2294 141 100
2295 286 106
2296 198 103
2297 270 126
2298 324 347
2299 122 71
2300 225 219
2301 114 86
2302 104 128
2303 199 108
2304 198 126
2305 279 127
2306 110 85
2307 29 36
2308 263 30
2309 279 57
2310 364 3
2311 323 78
2312 336 89
2313 81 270
2314 119 112
2315 321 62
2316 283 40
2317 297 29
2318 118 64
2319 216 32
2320 137 85
2321 246 98
2322 118 83
2323 133 44
2324 103 75
2325 149 88
2326 256 72
2327 311 92
2328 237 36
2329 88 263
2330 316 364
2331 299 80
2332 252 35
2333 232 34
2334 154 122
2335 318 376
2336 101 129
2337 342 128
2338 289 68
2339 228 44
2340 153 42
2341 330 37
2342 48 45
2343 259 65
2344 156 73
2345 285 26
2346 104 245
2347 202 81
2348 155 68
2349 12 18
2350 168 116
2351 103 42
2352 306 91
2353 108 285
2354 165 98
2355 283 128
2356 148 121
2357 85 265
2358 330 97
2359 221 113
2360 245 123
2361 166 61
2362 267 78
2363 29 123
2364 186 66
2365 181 84
2366 249 32
2367 116 100
2368 231 125
2369 273 72
2370 82 11
2371 310 59
2372 27 24
2373 110 110
2374 324 372
2375 173 76
2376 115 64
2377 2 6
2378 308 314
2379 175 28
2380 234 30
2381 149 26
2382 187 26
2383 180 66
2384 188 84
2385 347 169
2386 52 98
2387 338 104
2388 45 252
2389 168 246
2390 194 44
2391 310 273
2392 239 238
2393 49 53
2394 166 246
2395 312 335
2396 18 114
2397 306 80
2398 109 50
2399 224 115
2400 78 11
2401 211 118
2402 326 351
2403 307 315
2404 217 70
2405 343 63
2406 319 89
2407 325 378
2408 217 110
2409 66 262
2410 48 52
2411 133 107
2412 309 32
2413 115 127
2414 159 99
2415 172 88
2416 40 18
2417 51 32
2418 127 79
2419 221 86
2420 25 17
2421 5 20
2422 324 73
2423 341 120
2424 216 116
2425 176 70
2426 264 96
2427 28 14
2428 282 126
2429 124 164
2430 286 43
2431 303 20
2432 263 154
2433 72 266
2434 101 36
2435 19 125
2436 229 80
2437 327 41
2438 153 43
2439 191 33
2440 324 41
2441 190 111
2442 242 54
2443 205 56
2444 118 81
2445 94 113
2446 171 91
2447 329 19
2448 69 263
2449 185 86
2450 190 222
2451 303 379
2452 150 115
2453 90 262
2454 113 86
2455 82 263
2456 105 102
2457 164 46
2458 276 65
2459 199 113
2460 202 77
2461 49 81
2462 252 27
2463 155 49
2464 158 59
2465 140 31
2466 220 107
2467 210 127
2468 303 13
2469 324 75
2470 113 118
2471 258 40
2472 157 83
2473 136 245
2474 25 13
2475 55 76
2476 306 13
2477 256 26
2478 117 72
2479 48 50
2480 311 94
2481 229 54
2482 206 92
2483 190 197
2484 191 35
2485 282 31
2486 247 135
2487 98 93
2488 327 351
2489 315 19
2490 282 249
2491 131 284
2492 207 114
2493 271 126
2494 71 11
2495 217 128
2496 208 46
2497 223 73
2498 243 46
2499 149 107
2500 221 94
2501 129 85
2502 232 94
2503 150 247
2504 319 88
2505 268 35
2506 290 57
2507 286 48
2508 323 380
2509 242 62
2510 226 26
2511 164 87
2512 13 17
2513 335 120
2514 302 344
2515 347 200
2516 329 100
2517 123 45
2518 118 53
2519 220 91
2520 230 47
2521 162 35
2522 334 117
2523 186 60
2524 136 59
2525 237 122
2526 203 57
2527 230 35
2528 17 77
2529 140 43
2530 293 29
2531 315 75
2532 16 177
2533 141 65
2534 347 180
2535 159 86
2536 246 118
2537 318 321
2538 121 40
2539 234 247
2540 275 245
2541 306 386
2542 118 121
2543 308 13
2544 309 42
2545 130 43
2546 57 43
2547 266 44
2548 312 346
2549 277 83
2550 174 71
2551 171 107
2552 334 122
2553 268 80
2554 185 100
2555 180 147
2556 222 58
2557 321 273
2558 221 108
2559 158 34
2560 222 50
2561 141 68
2562 162 45
2563 269 44
2564 111 116
2565 93 113
2566 107 57
2567 341 119
2568 242 105
2569 199 76
2570 263 44
2571 16 193
2572 125 103
2573 131 286
2574 212 58
2575 258 58
2576 329 73
2577 220 53
2578 318 358
2579 356 582
2580 237 26
2581 55 69
2582 42 25
2583 262 167
2584 216 97
2585 278 115
2586 101 85
2587 191 97
2588 23 86
2589 276 119
2590 129 109
2591 208 33
2592 231 94
2593 126 79
2594 140 111
2595 87 276
2596 213 48
2597 178 65
2598 282 102
2599 280 119
2600 52 97
2601 258 65
2602 347 181
2603 148 59
2604 292 93
2605 152 44
2606 216 69
2607 254 5
2608 217 39
2609 311 33
2610 162 118
2611 136 55
2612 100 33
2613 329 343
2614 287 57
2615 283 57
2616 268 90
2617 39 113
2618 272 157
2619 176 101
2620 309 374
2621 64 113
2622 268 248
2623 226 116
2624 153 129
2625 208 38
2626 309 55
2627 135 126
2628 212 69
2629 326 28
2630 287 62
2631 14 25
2632 318 70
2633 320 353
2634 28 11
2635 204 74
2636 2 4
2637 252 28
2638 205 58
2639 276 54
2640 296 86
2641 302 35
2642 263 218
2643 107 69
2644 246 85
2645 171 105
2646 266 248
2647 188 111
2648 101 37
2649 248 177
2650 134 40
2651 157 97
2652 54 122
2653 29 99
2654 322 346
2655 239 79
2656 90 11
2657 160 54
2658 252 99
2659 168 249
2660 241 85
2661 204 88
2662 251 49
2663 69 11
2664 48 90
2665 181 129
2666 307 94
2667 26 14
2668 220 78
2669 217 127
2670 203 87
2671 148 85
2672 53 51
2673 121 34
2674 125 129
2675 134 122
2676 48 72
2677 158 71
2678 57 74
2679 188 246
2680 333 127
2681 63 264
2682 166 55
2683 347 292
2684 98 64
2685 83 264
2686 136 45
2687 128 109
2688 308 33
2689 286 37
2690 222 96
2691 121 56
2692 100 118
2693 105 46
2694 194 246
2695 11 41
2696 278 65
2697 308 37
2698 273 115
2699 221 26
2700 283 246
2701 293 110
2702 284 71
2703 310 80
2704 91 129
2705 58 117
2706 202 108
2707 11 62
2708 143 82
2709 142 81
2710 278 68
2711 342 124
2712 140 125
2713 143 232
2714 50 39
2715 89 263
2716 342 123
2717 96 266
2718 133 81
2719 19 28
2720 319 50
2721 134 74
2722 186 108
2723 134 91
2724 98 121
2725 207 48
2726 235 84
2727 256 216
2728 209 97
2729 55 97
2730 181 43
2731 222 62
2732 151 77
2733 263 94
2734 263 183
2735 347 174
2736 289 117
2737 137 93
2738 318 100
2739 173 45
2740 261 38
2741 250 46
2742 129 26
2743 228 63
2744 110 117
2745 301 58
2746 240 50
2747 262 101
2748 147 76
2749 155 107
2750 169 35
2751 310 383
2752 116 67
2753 260 104
2754 202 87
2755 109 112
2756 176 95
2757 307 271
2758 176 92
2759 109 102
2760 143 218
2761 252 126
2762 284 85
2763 194 78
2764 127 56
2765 315 274
2766 263 120
2767 92 262
2768 104 121
2769 172 27
2770 361 116
2771 302 382
2772 210 43
2773 201 64
2774 237 120
2775 146 88
2776 230 28
2777 169 89
2778 235 80
2779 289 100
2780 226 125
2781 141 64
2782 287 108
2783 81 264
2784 291 117
2785 330 327
2786 240 84
2787 109 68
2788 253 59
2789 96 113
2790 113 128
2791 171 50
2792 107 43
2793 315 334
2794 315 316
2795 337 292
2796 26 19
2797 52 100
2798 303 334
2799 331 384
2800 160 71
2801 18 56
2802 48 46
2803 160 39
2804 185 119
2805 74 113
2806 178 80
2807 243 49
2808 281 42
2809 252 38
2810 328 53
2811 320 332
2812 230 29
2813 132 26
2814 54 123
2815 292 108
2816 228 108
2817 214 126
2818 263 115
2819 272 131
2820 259 49
2821 153 80
2822 26 20
2823 18 109
2824 148 101
2825 56 245
2826 91 266
2827 130 246
2828 57 88
2829 206 90
2830 306 283
2831 140 127
2832 111 108
2833 264 106
2834 115 58
2835 152 85
2836 284 70
2837 130 248
2838 102 52
2839 217 40
2840 248 91
2841 233 295
2842 261 248
2843 98 248
2844 197 125
2845 81 262
2846 142 50
2847 128 246
2848 138 104
2849 154 48
2850 305 365
2851 229 117
2852 294 46
2853 11 76
2854 49 88
2855 212 117
2856 182 115
2857 318 385
2858 182 109
2859 281 68
2860 178 122
2861 145 26
2862 297 92
2863 125 205
2864 60 55
2865 49 54
2866 157 26
2867 66 266
2868 137 127
2869 284 129
2870 106 62
2871 339 122
2872 167 28
2873 143 61
2874 234 127
2875 245 31
2876 209 73
2877 135 43
2878 283 77
2879 306 370
2880 147 126
2881 256 183
2882 72 113
2883 229 107
2884 295 26
2885 70 276
2886 2 7
2887 208 26
2888 136 29
2889 293 94
2890 176 63
2891 354 12
2892 11 106
2893 154 82
2894 106 120
2895 276 107
2896 194 65
2897 274 307
2898 271 121
2899 202 111
2900 238 41
2901 167 70
2902 281 65
2903 193 35
2904 19 52
2905 148 33
2906 313 327
2907 343 79
2908 18 89
2909 154 87
2910 229 35
2911 221 104
2912 130 76
2913 206 247
2914 175 58
2915 76 263
2916 321 318
2917 335 123
2918 278 53
2919 297 28
2920 171 77
2921 64 17
2922 149 246
2923 268 95
2924 274 306
2925 265 74
2926 278 71
2927 255 72
2928 242 55
2929 326 36
2930 354 21
2931 280 118
2932 228 94
2933 221 64
2934 48 55
2935 11 31
2936 292 81
2937 254 6
2938 162 114
2939 268 109
2940 218 65
2941 124 165
2942 199 43
2943 49 67
2944 262 87
2945 317 322
2946 102 85
2947 148 95
2948 260 202
2949 325 33
2950 257 80
2951 322 0
2952 128 120
2953 140 110
2954 286 70
2955 343 77
2956 52 35
2957 182 65
2958 235 105
2959 330 375
2960 151 245
2961 45 250
2962 187 34
2963 215 122
2964 181 106
2965 312 52
2966 19 106
2967 63 263
2968 136 129
2969 179 89
2970 352 377
2971 140 109
2972 262 206
2973 67 262
2974 63 265
2975 154 114
2976 115 51
2977 142 63
2978 254 4
2979 292 116
2980 155 31
2981 289 35
2982 85 262
2983 297 108
2984 165 51
2985 266 62
2986 337 54
2987 341 118
2988 155 61
2989 286 251
2990 277 77
2991 124 197
2992 213 57
2993 58 50
2994 334 115
2995 60 96
2996 273 46
2997 258 83
2998 246 113
2999 188 73
3000 231 60
3001 184 73
3002 148 102
3003 299 88
3004 100 86
3005 165 125
3006 156 246
3007 256 101
3008 282 101
3009 218 100
3010 288 89
3011 229 113
3012 169 38
3013 55 75
3014 98 67
3015 217 112
3016 53 46
3017 132 95
3018 145 68
3019 299 87
3020 29 74
3021 106 32
3022 29 71
3023 98 44
3024 138 81
3025 102 125
3026 49 98
3027 337 187
3028 294 63
3029 218 73
3030 116 75
3031 200 118
3032 328 72
3033 322 352
3034 153 49
3035 213 74
3036 310 372
3037 154 70
3038 356 693
3039 287 120
3040 241 45
3041 229 95
3042 315 71
3043 312 73
3044 303 70
3045 114 116
3046 277 120
3047 205 115
3048 289 90
3049 9 11
3050 271 38
3051 285 108
3052 190 208
3053 228 111
3054 295 38
3055 53 34
3056 102 122
3057 190 102
3058 207 247
3059 253 101
3060 163 71
3061 212 37
3062 115 35
3063 142 57
3064 335 117
3065 178 71
3066 210 94
3067 207 119
3068 122 58
3069 336 95
3070 169 45
3071 322 372
3072 111 50
3073 132 50
3074 155 52
3075 274 55
3076 293 114
3077 328 0
3078 60 49
3079 158 99
3080 190 152
3081 140 35
3082 260 128
3083 356 613
3084 51 96
3085 279 72
3086 49 100
3087 288 41
3088 168 63
3089 330 380
3090 109 101
3091 132 44
3092 273 32
3093 13 18
3094 104 79
3095 274 79
3096 178 111
3097 338 80
3098 114 45
3099 93 262
3100 196 49
3101 290 166
3102 296 42
3103 197 55
3104 272 65
3105 215 115
3106 260 56
3107 165 67
3108 326 338
3109 282 70
3110 281 63
3111 54 60
3112 173 33
3113 122 124
3114 9 10
3115 177 34
3116 350 260
3117 275 48
3118 305 31
3119 288 116
3120 285 51
3121 107 101
3122 150 103
3123 200 56
3124 329 80
3125 305 94
3126 277 48
3127 338 28
3128 250 123
3129 303 350
3130 210 112
3131 264 50
3132 177 81
3133 107 39
3134 124 46
3135 263 197
3136 288 125
3137 296 46
3138 173 100
3139 145 45
3140 121 107
3141 194 95
3142 329 338
3143 197 49
3144 191 48
3145 29 87
3146 121 82
3147 278 116
3148 29 97
3149 214 36
3150 98 126
3151 128 30
3152 189 110
3153 49 259
3154 16 91
3155 219 108
3156 127 108
3157 316 96
3158 330 351
3159 310 365
3160 199 82
3161 326 321
3162 318 369
3163 29 45
3164 159 42
3165 256 105
3166 205 81
3167 18 112
3168 244 53
3169 50 98
3170 309 87
3171 164 47
3172 105 125
3173 158 92
3174 141 62
3175 118 126
3176 87 11
3177 299 40
3178 185 65
3179 224 36
3180 302 76
3181 106 122
3182 229 30
3183 209 107
3184 355 10
3185 176 124
3186 340 126
3187 328 343
3188 339 124
3189 261 145
3190 142 37
3191 305 49
3192 164 125
3193 228 73
3194 364 7
3195 328 21
3196 168 61
3197 55 51
3198 58 97
3199 253 97
3200 55 249
3201 57 81
3202 237 44
3203 166 114
3204 110 45
3205 316 370
3206 154 50
3207 101 249
3208 217 106
3209 166 88
3210 217 48
3211 146 85
3212 326 320
3213 235 60
3214 323 332
3215 175 115
3216 214 100
3217 237 51
3218 103 127
3219 264 108
3220 272 161
3221 160 46
3222 217 58
3223 255 86
3224 181 68
3225 161 128
3226 49 91
3227 190 42
3228 102 104
3229 159 87
3230 163 98
3231 241 86
3232 309 77
3233 307 329
3234 44 253
3235 278 56
3236 185 60
3237 68 275
3238 264 84
3239 337 86
3240 259 112
3241 244 46
3242 342 119
3243 237 105
3244 249 91
3245 203 123
3246 98 99
3247 227 95
3248 299 35
3249 146 123
3250 329 62
3251 317 41
3252 127 55
3253 17 118
3254 242 26
3255 220 108
3256 142 127
3257 227 99
3258 190 106
3259 218 78
3260 70 265
3261 244 76
3262 223 34
3263 128 95
3264 170 53
3265 300 39
3266 290 222
3267 216 35
3268 252 52
3269 51 71
3270 303 317
3271 127 39
3272 300 62
3273 244 100
3274 236 100
3275 320 75
3276 99 79
3277 274 28
3278 231 34
3279 258 60
3280 249 93
3281 274 43
3282 213 66
3283 313 63
3284 201 43
3285 221 123
3286 198 110
3287 299 32
3288 193 80
3289 310 39
3290 304 21
3291 165 127
3292 107 27
3293 269 78
3294 211 26
3295 304 40
3296 43 249
3297 214 123
3298 239 112
3299 162 123
3300 147 52
3301 295 29
3302 179 119
3303 121 94
3304 213 128
3305 67 269
3306 265 120
3307 152 249
3308 130 92
3309 256 32
3310 281 34
3311 206 79
3312 306 323
3313 269 102
3314 52 44
3315 322 35
3316 292 115
3317 158 90
3318 304 79
3319 295 69
3320 296 84
3321 92 113
3322 151 97
3323 244 92
3324 341 117
3325 76 266
3326 125 111
3327 175 120
3328 18 37
3329 114 28
3330 260 91
3331 252 119
3332 239 130
3333 191 39
3334 85 113
3335 194 82
3336 96 129
3337 247 231
3338 308 323
3339 291 116
3340 330 363
3341 210 27
3342 296 68
3343 325 338
3344 275 112
3345 229 70
3346 185 103
3347 84 11
3348 160 125
3349 146 37
3350 65 151
3351 148 31
3352 222 57
3353 171 33
3354 338 69
3355 181 48
3356 115 245
3357 191 126
3358 44 251
3359 220 81
3360 259 114
3361 170 82
3362 301 49
3363 197 59
3364 291 126
3365 356 497
3366 272 50
3367 312 270
3368 268 246
3369 285 44
3370 300 51
3371 282 100
3372 106 83
3373 275 96
3374 287 39
3375 328 368
3376 59 60
3377 23 114
3378 216 72
3379 324 78
3380 64 151
3381 159 115
3382 247 88
3383 237 89
3384 284 97
3385 144 52
3386 274 40
3387 130 100
3388 59 70
3389 244 41
3390 236 32
3391 248 62
3392 83 129
3393 11 72
3394 235 63
3395 166 31
3396 211 67
3397 293 72
3398 93 266
3399 190 200
3400 248 48
3401 202 76
3402 230 86
3403 231 92
3404 218 109
3405 105 58
3406 185 73
3407 106 103
3408 247 248
3409 210 84
3410 104 57
3411 168 55
3412 158 109
3413 141 80
3414 279 53
3415 277 46
3416 208 32
3417 175 92
3418 162 68
3419 108 289
3420 102 76
3421 111 76
3422 342 120
3423 121 68
3424 153 61
3425 303 65
3426 170 57
3427 58 121
3428 125 49
3429 117 44
3430 88 113
3431 280 104
3432 198 64
3433 99 114
3434 25 19
3435 261 161
3436 229 246
3437 331 322
3438 123 36
3439 177 122
3440 76 129
3441 2 5
3442 305 327
3443 129 92
3444 174 44
3445 258 96
3446 238 107
3447 23 115
3448 28 18
3449 230 32
3450 325 17
3451 160 129
3452 116 102
3453 126 28
3454 65 262
3455 9 13
3456 132 245
3457 104 87
3458 107 248
3459 16 79
3460 279 249
3461 123 54
3462 244 30
3463 212 107
3464 122 93
3465 243 155
3466 153 99
3467 354 17
3468 115 118
3469 218 248
3470 239 201
3471 104 49
3472 137 119
3473 311 282
3474 180 61
3475 339 118
3476 283 117
3477 336 30
3478 175 30
3479 115 99
3480 312 360
3481 136 94
3482 177 245
3483 99 108
3484 300 75
3485 137 38
3486 181 32
3487 322 374
3488 111 248
3489 171 78
3490 240 85
3491 249 129
3492 281 84
3493 282 90
3494 326 63
3495 238 106
3496 101 40
3497 336 109
3498 315 343
3499 201 77
3500 123 64
3501 184 81
3502 190 131
3503 178 33
3504 191 77
3505 207 68
3506 140 94
3507 199 29
3508 285 77
3509 52 71
3510 293 64
3511 272 37
3512 301 51
3513 319 360
3514 205 74
3515 133 43
3516 125 137
3517 133 100
3518 162 39
3519 114 44
3520 336 66
3521 101 103
3522 113 59
3523 170 107
3524 2 8
3525 214 115
3526 157 76
3527 219 84
3528 290 76
3529 204 84
3530 300 56
3531 320 345
3532 285 73
3533 307 270
3534 189 127
3535 130 52
3536 128 51
3537 109 97
3538 26 18
3539 224 66
3540 134 35
3541 330 35
3542 113 57
3543 277 67
3544 5 18
3545 130 105
3546 319 20
3547 134 118
3548 115 55
3549 116 113
3550 266 53
3551 240 66
3552 104 56
3553 327 50
3554 130 80
3555 57 99
3556 302 47
3557 147 43
3558 191 52
3559 158 35
3560 159 248
3561 333 116
3562 150 80
3563 199 98
3564 291 67
3565 11 66
3566 48 38
3567 111 114
3568 322 282
3569 64 11
3570 123 43
3571 106 88
3572 216 92
3573 162 85
3574 52 34
3575 213 109
3576 174 83
3577 95 265
3578 294 53
3579 242 65
3580 87 262
3581 90 113
3582 256 80
3583 219 246
3584 76 265
3585 175 97
3586 317 28
3587 150 50
3588 141 113
3589 217 98
3590 251 55
3591 268 114
3592 123 86
3593 101 100
3594 268 100
3595 103 73
3596 296 111
3597 313 368
3598 218 82
3599 55 117
3600 127 85
3601 60 95
3602 120 284
3603 139 177
3604 137 101
3605 162 87
3606 139 125
3607 309 381
3608 231 119
3609 127 37
3610 100 55
3611 250 56
3612 143 219
3613 263 107
3614 223 111
3615 172 49
3616 175 100
3617 211 121
3618 184 124
3619 205 246
3620 296 33
3621 240 89
3622 114 43
3623 112 34
3624 173 118
3625 276 245
3626 287 85
3627 266 65
3628 264 26
3629 323 339
3630 170 114
3631 259 95
3632 354 19
3633 282 37
3634 120 288
3635 284 57
3636 196 98
3637 227 126
3638 139 112
3639 112 104
3640 264 77
3641 287 97
3642 129 123
3643 184 80
3644 4 13
3645 209 95
3646 280 30
3647 98 33
3648 308 52
3649 12 12
3650 336 38
3651 140 118
3652 282 55
3653 256 234
3654 324 62
3655 138 77
3656 66 265
3657 106 33
3658 166 60
3659 199 78
3660 327 355
3661 248 176
3662 93 264
3663 163 111
3664 135 72
3665 225 208
3666 337 178
3667 113 120
3668 177 124
3669 313 386
3670 53 54
3671 330 270
3672 205 104
3673 170 38
3674 194 62
3675 306 338
3676 116 76
3677 195 68
3678 339 125
3679 154 49
3680 317 359
3681 148 27
3682 356 398
3683 202 113
3684 268 85
3685 320 38
3686 223 100
3687 17 40
3688 260 198
3689 159 116
3690 150 39
3691 148 115
3692 101 54
3693 312 91
3694 216 95
3695 163 64
3696 142 38
3697 297 120
3698 322 271
3699 283 58
3700 338 105
3701 227 85
3702 177 48
3703 318 356
3704 104 82
3705 256 163
3706 179 77
3707 53 39
3708 297 32
3709 43 245
3710 214 129
3711 299 72
3712 305 18
3713 150 249
3714 248 22
3715 114 111
3716 321 31
3717 280 57
3718 85 264
3719 293 125
3720 101 98
3721 235 82
3722 219 53
3723 251 127
3724 239 121
3725 52 125
3726 143 220
3727 288 69
3728 237 60
3729 307 57
3730 253 77
3731 304 345
3732 83 265
3733 222 27
3734 298 117
3735 226 87
3736 113 38
3737 194 86
3738 113 29
3739 177 31
3740 18 92
3741 197 109
3742 98 45
3743 267 32
3744 307 35
3745 82 266
3746 174 70
3747 255 26
3748 279 75
3749 200 99
3750 288 77
3751 23 73
3752 259 105
3753 91 264
3754 147 105
3755 203 107
3756 136 65
3757 50 92
3758 343 50
3759 116 249
3760 291 102
3761 80 113
3762 29 88
3763 260 51
3764 91 263
3765 54 58
3766 46 245
3767 238 36
3768 214 72
3769 144 246
3770 158 30
3771 148 56
3772 183 102
3773 299 54
3774 171 30
3775 314 358
3776 140 126
3777 149 112
3778 229 125
3779 214 91
3780 143 107
3781 117 61
3782 176 53
3783 201 114
3784 257 76
3785 58 248
3786 278 100
3787 319 357
3788 226 29
3789 151 46
3790 311 379
3791 273 123
3792 326 76
3793 343 55
3794 178 83
3795 228 245
3796 240 42
3797 258 89
3798 256 205
3799 181 67
3800 187 27
3801 51 51
3802 188 33
3803 219 104
3804 169 57
3805 114 26
3806 208 60
3807 103 95
3808 289 80
3809 320 273
3810 266 46
3811 177 68
3812 323 62
3813 248 182
3814 337 33
3815 340 118
3816 256 116
3817 118 246
3818 66 113
3819 109 87
3820 327 353
3821 211 58
3822 244 116
3823 234 129
3824 266 88
3825 246 88
3826 55 123
3827 310 34
3828 214 92
3829 142 117
3830 338 77
3831 190 72
3832 101 66
3833 140 123
3834 280 28
3835 49 50
3836 239 69
3837 133 49
3838 53 60
3839 203 90
3840 201 122
3841 142 115
3842 127 103
3843 338 114
3844 227 29
3845 313 61
3846 181 248
3847 114 52
3848 174 65
3849 211 110
3850 181 40
3851 301 54
3852 50 35
3853 173 247
3854 337 81
3855 307 358
3856 339 127
3857 99 90
3858 186 246
3859 104 125
3860 81 11
3861 316 67
3862 246 126
3863 231 39
3864 275 121
3865 236 34
3866 130 121
3867 128 39
3868 286 76
3869 309 56
3870 274 129
3871 337 128
3872 321 382
3873 330 64
3874 317 51
3875 317 338
3876 250 97
3877 316 329
3878 191 30
3879 249 34
3880 285 111
3881 297 98
3882 273 119
3883 232 52
3884 54 127
3885 202 119
3886 201 34
3887 162 56
3888 139 57
3889 94 263
3890 341 115
3891 153 31
3892 85 263
3893 275 60
3894 279 78
3895 169 81
3896 303 314
3897 336 120
3898 60 48
3899 275 75
3900 175 35
3901 201 111
3902 338 40
3903 356 567
3904 200 87
3905 258 110
3906 128 33
3907 184 117
3908 94 265
3909 235 86
3910 140 79
3911 248 119
3912 123 38
3913 215 207
3914 44 246
3915 326 380
3916 213 125
3917 283 32
3918 25 12
3919 59 99
3920 263 108
3921 245 112
3922 169 27
3923 153 54
3924 246 45
3925 137 70
3926 304 372
3927 319 384
3928 276 120
3929 240 53
3930 232 29
3931 288 61
3932 164 92
3933 110 76
3934 246 54
3935 237 123
3936 11 48
3937 191 37
3938 176 129
3939 326 49
3940 238 65
3941 265 113
3942 167 36
3943 181 29
3944 154 59
3945 284 98
3946 116 39
3947 196 83
3948 159 41
3949 253 39
3950 239 228
3951 322 358
3952 312 342
3953 337 98
3954 29 128
3955 116 41
3956 187 74
3957 199 41
3958 331 90
3959 264 109
3960 243 75
3961 287 104
3962 49 55
3963 286 257
3964 118 68
3965 65 267
3966 134 43
3967 308 357
3968 230 129
3969 244 39
3970 125 71
3971 337 150
3972 48 100
3973 199 111
3974 144 85
3975 195 59
3976 293 83
3977 309 349
3978 293 123
3979 47 251
3980 306 89
3981 247 191
3982 48 48
3983 175 41
3984 274 304
3985 310 61
3986 235 103
3987 205 49
3988 29 115
3989 124 117
3990 235 99
3991 197 48
3992 206 103
3993 247 162
3994 218 96
3995 221 27
3996 261 183
3997 296 44
3998 269 63
3999 300 45
4000 282 105
4001 343 71
4002 195 101
4003 16 216
4004 214 81
4005 55 50
4006 156 32
4007 95 264
4008 297 100
4009 186 99
4010 234 54
4011 189 114
4012 241 73
4013 206 89
4014 185 32
4015 128 91
4016 156 123
4017 280 75
4018 113 62
4019 60 97
4020 29 31
4021 167 118
4022 110 126
4023 252 40
4024 158 79
4025 232 125
4026 186 84
4027 28 16
4028 282 30
4029 292 29
4030 221 103
4031 328 372
4032 352 369
4033 265 49
4034 270 110
4035 11 94
4036 315 91
4037 309 89
4038 136 79
4039 341 116
4040 298 124
4041 126 128
4042 319 71
4043 311 331
4044 121 38
4045 160 58
4046 269 38
4047 297 73
4048 247 35
4049 285 36
4050 281 99
4051 293 98
4052 293 55
4053 113 90
4054 305 40
4055 103 115
4056 173 97
4057 196 27
4058 272 35
4059 149 28
4060 250 103
4061 259 85
4062 17 28
4063 64 262
4064 232 64
4065 323 344
4066 219 33
4067 140 85
4068 260 84
4069 25 10
4070 356 286
4071 251 109
4072 190 128
4073 250 59
4074 318 326
4075 238 103
4076 53 97
4077 305 41
4078 329 385
4079 138 28
4080 189 81
4081 144 100
4082 347 155
4083 211 112
4084 252 103
4085 52 67
4086 223 58
4087 63 129
4088 174 101
4089 159 58
4090 153 34
4091 101 247
4092 343 94
4093 299 97
4094 316 28
4095 52 81
4096 123 78
4097 88 11
4098 198 83
4099 249 92
4100 138 34
4101 320 11
4102 231 89
4103 223 247
4104 320 73
4105 256 204
4106 145 42
4107 157 127
4108 260 196
4109 159 33
4110 212 70
4111 205 37
4112 251 47
4113 246 107
4114 105 69
4115 330 60
4116 111 100
4117 17 59
4118 146 67
4119 187 127
4120 126 64
4121 191 45
4122 175 105
4123 203 248
4124 112 107
4125 305 68
4126 300 43
4127 314 41
4128 256 233
4129 255 120
4130 269 110
4131 157 54
4132 238 43
4133 310 379
4134 138 70
