#ID USER ENTITLEMENT
1971 700 387
1972 20 5
1973 45 52
1974 161 4
1975 710 392
1976 1729 970
1977 19 35
1978 557 3
1979 277 162
1980 1150 663
1981 443 224
1982 1945 1109
1983 1807 1050
1984 44 51
1985 1564 864
1986 1402 776
1987 1663 910
1988 1014 6
1989 812 441
1990 38 5
1991 1057 619
1992 1824 7
1993 609 334
1994 1318 739
1995 1167 497
1996 223 130
1997 681 386
1998 1052 627
1999 88 69
2000 243 145
2001 832 481
2002 1496 807
2003 1977 1139
2004 1814 1060
2005 573 321
2006 858 23
2007 1355 775
2008 415 218
2009 1180 671
2010 1180 670
2011 238 145
2012 1431 786
2013 1769 987
2014 1825 1095
2015 796 434
2016 912 535
2017 450 6
2018 311 173
2019 2017 40
2020 1154 660
2021 1350 752
2022 1658 910
2023 1359 751
2024 157 99
2025 1796 1035
2026 1332 746
2027 267 162
2028 35 6
2029 1864 1103
2030 65 51
2031 798 40
2032 694 6
2033 405 213
2034 710 107
2035 1639 917
2036 219 6
2037 13 31
2038 1081 632
2039 1270 715
2040 813 356
2041 226 131
2042 981 573
2043 167 108
2044 1528 824
2045 1866 1103
2046 1018 603
2047 278 162
2048 1986 1139
2049 1184 6
2050 1081 633
2051 292 175
2052 870 510
2053 456 230
2054 1588 877
2055 2012 1144
2056 399 213
2057 1827 1097
2058 1434 8
2059 111 84
2060 1273 715
2061 189 111
2062 721 7
2063 2019 1158
2064 787 437
2065 96 6
2066 1525 822
2067 1474 802
2068 1197 704
2069 472 234
2070 1880 1106
2071 1949 1140
2072 1325 743
2073 1501 812
2074 1078 631
2075 1371 775
2076 1450 793
2077 1519 5
2078 1484 804
2079 718 229
2080 74 71
2081 1441 6
2082 1185 702
2083 1945 1108
2084 579 329
2085 578 330
2086 727 406
2087 1186 4
2088 901 529
2089 1296 724
2090 170 101
2091 1877 1107
2092 1363 776
2093 838 481
2094 335 188
2095 829 481
2096 715 396
2097 351 191
2098 1151 663
2099 1563 861
2100 1903 1094
2101 469 5
2102 1785 1006
2103 1193 705
2104 1349 5
2105 1284 712
2106 226 23
2107 1724 26
2108 2031 4
2109 2037 1159
2110 1390 8
2111 1414 775
2112 1577 861
2113 1077 635
2114 1744 977
2115 1193 706
2116 258 12
2117 1577 862
2118 1535 842
2119 977 573
2120 937 556
2121 242 139
2122 232 137
2123 1160 663
2124 1865 1103
2125 1599 37
2126 763 426
2127 532 321
2128 1240 704
2129 923 538
2130 672 377
2131 1462 803
2132 2030 6
2133 61 51
2134 1173 549
2135 487 258
2136 1469 802
2137 1683 940
2138 1656 4
2139 768 356
2140 149 96
2141 1688 39
2142 1739 5
2143 317 179
2144 1834 973
2145 190 113
2146 1950 1139
2147 219 127
2148 317 183
2149 1728 970
2150 15 33
2151 1790 5
2152 234 139
2153 231 126
2154 486 257
2155 1430 785
2156 2 8
2157 919 530
2158 777 428
2159 80 12
2160 1418 7
2161 24 42
2162 1833 1092
2163 1169 549
2164 1299 727
2165 731 410
2166 3 13
2167 1235 704
2168 55 51
2169 140 93
2170 1349 750
2171 474 235
2172 1012 602
2173 464 232
2174 1580 863
2175 908 527
2176 1440 791
2177 1105 642
2178 242 140
2179 1052 25
2180 496 257
2181 90 69
2182 910 7
2183 1093 4
2184 1489 3
2185 1814 1056
2186 39 52
2187 1879 1101
2188 184 25
2189 480 5
2190 1251 715
2191 581 323
2192 1218 704
2193 1476 802
2194 368 203
2195 1846 1095
2196 237 138
2197 1357 775
2198 1946 5
2199 529 320
2200 370 194
2201 1530 824
2202 1796 1034
2203 198 121
2204 224 9
2205 1615 37
2206 755 422
2207 1298 726
2208 483 4
2209 306 173
2210 579 330
2211 432 7
2212 743 418
2213 672 375
2214 861 503
2215 1996 1141
2216 379 203
2217 72 65
2218 696 7
2219 676 25
2220 35 5
2221 1051 5
2222 1263 719
2223 1808 1050
2224 1445 9
2225 2010 1144
2226 1283 712
2227 340 185
2228 63 51
2229 85 70
2230 488 256
2231 1908 6
2232 1770 986
2233 1573 862
2234 1671 937
2235 1156 663
2236 983 7
2237 619 350
2238 1995 1142
2239 127 86
2240 430 5
2241 1729 971
2242 1317 23
2243 1440 790
2244 1247 6
2245 1636 37
2246 1519 7
2247 675 7
2248 303 170
2249 1822 6
2250 934 26
2251 303 173
2252 1731 970
2253 1849 7
2254 1557 842
2255 797 439
2256 1783 4
2257 1644 926
2258 1077 631
2259 2034 509
2260 1292 24
2261 1265 715
2262 1448 794
2263 460 230
2264 834 481
2265 1768 987
2266 1634 905
2267 887 521
2268 1202 705
2269 1058 630
2270 350 191
2271 366 200
2272 1520 826
2273 1665 934
2274 1467 8
2275 2043 1162
2276 357 191
2277 635 356
2278 1331 743
2279 849 38
2280 1287 729
2281 1901 7
2282 1032 618
2283 952 563
2284 513 237
2285 1743 982
2286 469 6
2287 1623 892
2288 121 87
2289 855 505
2290 1483 7
2291 1590 876
2292 1101 619
2293 115 84
2294 990 576
2295 1926 1102
2296 244 137
2297 1792 1026
2298 1766 38
2299 1097 639
2300 778 23
2301 317 184
2302 230 137
2303 1641 917
2304 1091 7
2305 2024 1158
2306 1199 704
2307 1136 656
2308 934 5
2309 25 12
2310 1798 1042
2311 655 7
2312 686 385
2313 239 143
2314 611 339
2315 1286 726
2316 482 241
2317 1881 1106
2318 685 385
2319 79 70
2320 1631 903
2321 2020 1158
2322 741 417
2323 507 282
2324 448 228
2325 1559 7
2326 1117 644
2327 1822 23
2328 30 42
2329 1010 602
2330 1634 906
2331 1245 8
2332 205 37
2333 1094 639
2334 1461 798
2335 1354 776
2336 1569 862
2337 448 5
2338 485 257
2339 1692 957
2340 1161 663
2341 1992 1141
2342 701 388
2343 1172 666
2344 1745 974
2345 1470 802
2346 740 417
2347 205 23
2348 1795 1033
2349 1393 775
2350 1464 802
2351 1909 83
2352 1796 1032
2353 1782 91
2354 441 224
2355 315 4
2356 1427 786
2357 1099 642
2358 363 7
2359 1632 901
2360 1055 629
2361 1115 652
2362 20 7
2363 262 26
2364 25 46
2365 1904 1092
2366 287 170
2367 887 520
2368 491 40
2369 364 82
2370 78 69
2371 1567 810
2372 1148 4
2373 2014 1144
2374 912 6
2375 1639 899
2376 1524 832
2377 1674 937
2378 2022 13
2379 267 164
2380 1040 618
2381 2035 1159
2382 1874 6
2383 1435 786
2384 454 226
2385 1602 879
2386 234 140
2387 85 69
2388 2013 1144
2389 950 558
2390 404 213
2391 658 373
2392 1457 4
2393 1167 534
2394 1275 712
2395 1194 705
2396 1370 775
2397 20 26
2398 753 422
2399 310 173
2400 1265 713
2401 1626 886
2402 68 58
2403 1923 1102
2404 76 71
2405 914 538
2406 1483 26
2407 1087 635
2408 1024 534
2409 649 360
2410 1020 604
2411 1200 705
2412 1948 1128
2413 1804 1050
2414 1211 704
2415 985 583
2416 1738 4
2417 1635 4
2418 509 38
2419 1915 1115
2420 1265 714
2421 1045 618
2422 1898 1110
2423 1562 855
2424 2032 5
2425 1174 666
2426 221 7
2427 1739 6
2428 373 196
2429 449 4
2430 1828 1094
2431 1816 1066
2432 1913 1102
2433 413 12
2434 51 52
2435 20 41
2436 345 24
2437 2038 1161
2438 778 26
2439 1738 6
2440 1168 9
2441 1456 9
2442 1725 6
2443 697 387
2444 582 323
2445 1824 4
2446 771 428
2447 1297 723
2448 1596 880
2449 1826 1093
2450 1829 1092
2451 986 599
2452 450 24
2453 448 6
2454 1267 4
2455 4 7
2456 1267 38
2457 1668 898
2458 1522 7
2459 451 231
2460 248 5
2461 895 6
2462 1540 845
2463 1709 966
2464 1810 1058
2465 605 334
2466 446 1
2467 1576 861
2468 1264 719
2469 125 12
2470 165 109
2471 480 6
2472 1509 818
2473 674 4
2474 1376 776
2475 466 39
2476 984 4
2477 1576 863
2478 1293 724
2479 167 110
2480 135 95
2481 526 291
2482 1624 886
2483 1784 5
2484 491 259
2485 897 528
2486 515 280
2487 1186 7
2488 1769 986
2489 348 191
2490 1752 981
2491 2043 1163
2492 1361 776
2493 1731 969
2494 1788 1005
2495 1002 546
2496 856 5
2497 1442 4
2498 614 5
2499 319 184
2500 492 257
2501 176 108
2502 877 517
2503 1405 775
2504 1052 7
2505 1766 41
2506 1781 5
2507 879 513
2508 1508 818
2509 1358 750
2510 230 138
2511 67 51
2512 103 75
2513 899 527
2514 97 75
2515 1855 1105
2516 1167 25
2517 362 5
2518 82 69
2519 183 6
2520 315 26
2521 1375 775
2522 1571 862
2523 1436 785
2524 1881 1101
2525 599 336
2526 1762 981
2527 788 436
2528 1780 986
2529 1933 9
2530 1256 8
2531 1659 910
2532 1693 958
2533 1075 7
2534 1480 802
2535 480 7
2536 721 5
2537 846 5
2538 793 436
2539 527 4
2540 179 109
2541 513 279
2542 169 12
2543 1457 5
2544 764 23
2545 748 24
2546 937 555
2547 1200 704
2548 850 499
2549 1137 644
2550 545 321
2551 2030 7
2552 618 350
2553 1736 975
2554 1186 5
2555 1002 6
2556 1583 4
2557 1519 823
2558 533 290
2559 899 528
2560 62 51
2561 1669 24
2562 2017 23
2563 1353 775
2564 449 6
2565 146 41
2566 1817 1071
2567 891 514
2568 1529 824
2569 232 139
2570 928 545
2571 594 333
2572 1600 6
2573 799 441
2574 1019 603
2575 38 6
2576 1793 1031
2577 879 514
2578 1261 715
2579 699 390
2580 164 38
2581 388 203
2582 1409 775
2583 616 350
2584 432 6
2585 1645 906
2586 1093 7
2587 2021 1158
2588 1560 850
2589 1718 967
2590 880 521
2591 1824 754
2592 1322 740
2593 1486 804
2594 1036 618
2595 186 120
2596 149 99
2597 86 70
2598 637 358
2599 1406 775
2600 1044 618
2601 345 40
2602 714 394
2603 302 12
2604 436 221
2605 226 136
2606 1946 37
2607 464 5
2608 5 29
2609 721 6
2610 1096 639
2611 1271 712
2612 874 5
2613 135 93
2614 1375 776
2615 1766 24
2616 184 5
2617 934 536
2618 764 40
2619 1668 896
2620 931 550
2621 1000 602
2622 470 232
2623 875 5
2624 988 598
2625 675 6
2626 1756 972
2627 1285 5
2628 252 153
2629 234 137
2630 839 481
2631 1722 473
2632 1616 886
2633 37 4
2634 1106 642
2635 1854 1104
2636 262 157
2637 1420 777
2638 238 142
2639 665 373
2640 229 137
2641 163 23
2642 470 235
2643 811 438
2644 309 173
2645 912 23
2646 12 31
2647 1437 786
2648 1558 6
2649 599 335
2650 616 349
2651 35 7
2652 681 385
2653 243 147
2654 862 503
2655 1525 823
2656 167 109
2657 1722 24
2658 1625 886
2659 42 48
2660 97 77
2661 239 144
2662 1113 8
2663 579 323
2664 488 240
2665 1153 660
2666 2007 1144
2667 1823 973
2668 189 119
2669 137 93
2670 1108 647
2671 1262 719
2672 1015 609
2673 1352 757
2674 627 349
2675 604 334
2676 558 278
2677 319 182
2678 284 65
2679 662 362
2680 542 321
2681 877 521
2682 857 508
2683 1075 23
2684 438 222
2685 856 6
2686 1073 4
2687 1472 802
2688 1007 602
2689 1638 902
2690 1995 1141
2691 659 362
2692 892 521
2693 279 162
2694 1360 776
2695 608 335
2696 590 329
2697 785 437
2698 711 393
2699 1575 862
2700 1050 7
2701 900 524
2702 748 26
2703 1239 704
2704 781 41
2705 314 6
2706 318 183
2707 1876 39
2708 1660 910
2709 452 226
2710 1049 622
2711 467 235
2712 1095 639
2713 137 95
2714 1091 6
2715 1246 713
2716 370 203
2717 1906 5
2718 1594 875
2719 1002 547
2720 196 120
2721 1508 815
2722 1381 776
2723 1818 1051
2724 6 31
2725 70 7
2726 1148 7
2727 77 58
2728 1798 1039
2729 262 37
2730 1743 981
2731 1024 6
2732 284 68
2733 465 5
2734 1558 846
2735 1109 646
2736 886 520
2737 1118 644
2738 1890 1101
2739 1512 37
2740 811 441
2741 779 9
2742 284 175
2743 917 538
2744 910 4
2745 1912 1116
2746 876 24
2747 166 107
2748 53 7
2749 574 324
2750 509 40
2751 145 4
2752 934 535
2753 1373 776
2754 76 58
2755 483 6
2756 1525 820
2757 305 173
2758 1559 6
2759 1785 1007
2760 182 112
2761 197 121
2762 1656 6
2763 243 142
2764 1125 619
2765 617 338
2766 1461 803
2767 1876 264
2768 1455 800
2769 655 5
2770 1591 875
2771 1575 861
2772 1262 712
2773 1081 631
2774 562 321
2775 16 32
2776 864 512
2777 1526 841
2778 603 332
2779 259 153
2780 243 137
2781 1563 863
2782 936 552
2783 1644 904
2784 1075 40
2785 270 162
2786 708 390
2787 1686 954
2788 1248 718
2789 1742 981
2790 251 153
2791 1299 729
2792 392 207
2793 1436 786
2794 251 150
2795 1017 618
2796 240 148
2797 52 56
2798 368 204
2799 1244 39
2800 880 522
2801 756 422
2802 1139 644
2803 1909 1123
2804 249 154
2805 1377 776
2806 431 6
2807 497 257
2808 1243 6
2809 1378 189
2810 1251 719
2811 1301 8
2812 2032 7
2813 946 514
2814 509 24
2815 1727 970
2816 43 49
2817 611 337
2818 1417 775
2819 1879 1106
2820 1371 776
2821 646 356
2822 1854 1105
2823 900 525
2824 1333 40
2825 751 420
2826 1596 881
2827 284 172
2828 955 37
2829 1301 10
2830 960 564
2831 178 108
2832 1165 5
2833 1286 725
2834 289 173
2835 1444 792
2836 948 558
2837 185 6
2838 798 38
2839 312 179
2840 1642 899
2841 1098 639
2842 1911 1108
2843 1607 882
2844 761 422
2845 1615 7
2846 1460 798
2847 1415 776
2848 1009 602
2849 530 320
2850 696 39
2851 577 329
2852 941 552
2853 730 6
2854 1566 862
2855 968 572
2856 1017 603
2857 450 39
2858 1247 41
2859 59 54
2860 163 24
2861 1790 6
2862 1933 10
2863 1661 909
2864 378 203
2865 1286 6
2866 1871 1103
2867 701 389
2868 220 7
2869 1456 8
2870 1835 1095
2871 1949 1128
2872 1079 637
2873 56 54
2874 36 12
2875 351 192
2876 883 517
2877 1046 620
2878 262 161
2879 1056 630
2880 92 69
2881 1443 7
2882 1526 823
2883 2036 1161
2884 52 5
2885 304 170
2886 119 84
2887 507 5
2888 575 5
2889 931 551
2890 290 173
2891 2040 1159
2892 1740 80
2893 53 5
2894 502 278
2895 1407 775
2896 1691 952
2897 1290 8
2898 1418 25
2899 289 170
2900 1269 719
2901 431 4
2902 1385 776
2903 1586 877
2904 1829 1095
2905 528 319
2906 70 5
2907 1571 863
2908 895 24
2909 209 123
2910 640 361
2911 293 172
2912 1429 786
2913 1238 704
2914 1352 81
2915 759 421
2916 2036 1159
2917 15 34
2918 512 286
2919 1167 4
2920 297 170
2921 696 25
2922 719 256
2923 1678 951
2924 510 285
2925 148 99
2926 113 1
2927 835 5
2928 319 183
2929 188 111
2930 310 170
2931 1333 37
2932 1248 25
2933 1608 882
2934 475 235
2935 1822 648
2936 893 6
2937 1195 702
2938 123 80
2939 1573 861
2940 1317 40
2941 97 41
2942 98 84
2943 1092 4
2944 0 5
2945 1766 40
2946 246 7
2947 514 286
2948 1843 1092
2949 445 224
2950 720 401
2951 1393 776
2952 1146 7
2953 1333 25
2954 374 203
2955 1530 843
2956 1296 721
2957 798 6
2958 1195 701
2959 1836 1092
2960 307 173
2961 55 57
2962 1433 786
2963 40 51
2964 1814 1052
2965 2033 13
2966 642 353
2967 948 559
2968 1794 1033
2969 1269 712
2970 1173 669
2971 25 45
2972 919 540
2973 1888 1101
2974 1270 719
2975 1821 4
2976 611 338
2977 484 249
2978 1111 644
2979 524 278
2980 879 498
2981 1263 714
2982 1171 549
2983 436 224
2984 1409 776
2985 1581 863
2986 1998 1141
2987 124 93
2988 1916 1118
2989 189 122
2990 464 234
2991 858 7
2992 363 5
2993 305 170
2994 1789 973
2995 1196 705
2996 484 252
2997 749 25
2998 228 137
2999 59 57
3000 781 435
3001 511 287
3002 122 5
3003 465 7
3004 1350 6
3005 334 186
3006 1114 619
3007 985 5
3008 1824 26
3009 1015 613
3010 1401 9
3011 1823 972
3012 285 4
3013 161 6
3014 435 12
3015 1902 198
3016 938 555
3017 603 333
3018 1051 4
3019 801 438
3020 1686 952
3021 1735 971
3022 1637 911
3023 455 226
3024 144 97
3025 1487 804
3026 1521 4
3027 242 137
3028 1990 23
3029 1758 981
3030 1635 896
3031 868 498
3032 1448 793
3033 1784 38
3034 1093 25
3035 1632 904
3036 1735 970
3037 721 403
3038 1656 7
3039 855 4
3040 1258 719
3041 1381 775
3042 637 7
3043 1110 646
3044 1672 941
3045 51 51
3046 1367 8
3047 345 6
3048 1024 536
3049 188 119
3050 248 23
3051 1531 825
3052 335 2
3053 466 190
3054 1954 1139
3055 1745 973
3056 763 425
3057 1281 712
3058 1094 642
3059 1680 940
3060 894 7
3061 808 441
3062 858 37
3063 814 7
3064 4 14
3065 726 407
3066 1093 38
3067 1698 957
3068 2011 83
3069 1768 986
3070 1693 957
3071 1463 799
3072 1744 982
3073 989 577
3074 673 377
3075 1449 794
3076 1116 654
3077 1458 82
3078 864 503
3079 1722 26
3080 1289 4
3081 1486 807
3082 1291 6
3083 801 441
3084 1244 38
3085 1184 685
3086 723 6
3087 1703 5
3088 1560 26
3089 364 41
3090 434 224
3091 450 38
3092 1907 1118
3093 1321 743
3094 1178 673
3095 1764 5
3096 891 513
3097 1857 1103
3098 1457 6
3099 992 598
3100 1243 711
3101 1792 1022
3102 680 356
3103 827 481
3104 674 5
3105 1798 1044
3106 1475 802
3107 1251 713
3108 1911 1109
3109 1356 8
3110 1194 704
3111 1948 1139
3112 889 521
3113 1635 894
3114 770 429
3115 1819 1082
3116 1198 704
3117 345 23
3118 1746 978
3119 1828 1092
3120 793 437
3121 1676 943
3122 535 237
3123 1419 782
3124 1783 5
3125 1172 549
3126 1126 644
3127 226 5
3128 1129 644
3129 1569 863
3130 1826 1095
3131 1666 6
3132 1583 7
3133 1179 9
3134 394 40
3135 428 218
3136 991 577
3137 1711 39
3138 1449 795
3139 888 521
3140 634 4
3141 164 23
3142 1247 39
3143 1956 1108
3144 1509 815
3145 1323 1
3146 509 41
3147 210 123
3148 1847 1092
3149 1875 7
3150 683 385
3151 1585 4
3152 797 438
3153 86 69
3154 622 338
3155 1201 9
3156 910 532
3157 1734 972
3158 1074 6
3159 127 94
3160 144 7
3161 734 417
3162 306 170
3163 14 12
3164 482 5
3165 882 517
3166 875 41
3167 1703 960
3168 2004 5
3169 1791 1024
3170 661 362
3171 199 121
3172 1167 537
3173 1814 1061
3174 2038 1159
3175 485 258
3176 1319 739
3177 688 385
3178 223 40
3179 1665 898
3180 335 1
3181 1250 708
3182 673 380
3183 73 58
3184 1738 978
3185 1166 6
3186 316 179
3187 1259 715
3188 1051 6
3189 2022 12
3190 223 5
3191 48 51
3192 1250 712
3193 1623 889
3194 168 110
3195 1184 67
3196 430 223
3197 876 38
3198 1167 24
3199 1687 6
3200 868 515
3201 1831 1095
3202 1729 969
3203 1873 1103
3204 1689 956
3205 1732 970
3206 926 544
3207 1576 862
3208 1 7
3209 286 176
3210 181 108
3211 1952 1129
3212 806 441
3213 153 99
3214 76 70
3215 95 74
3216 314 5
3217 1687 5
3218 1359 753
3219 1001 9
3220 770 430
3221 329 25
3222 240 144
3223 1527 843
3224 898 528
3225 1845 1098
3226 1602 882
3227 1511 818
3228 762 423
3229 1272 713
3230 121 7
3231 647 360
3232 1473 802
3233 682 383
3234 1670 934
3235 100 72
3236 893 7
3237 1270 712
3238 1403 776
3239 1151 664
3240 911 7
3241 1147 657
3242 598 334
3243 696 23
3244 930 546
3245 810 441
3246 798 5
3247 50 51
3248 581 328
3249 1264 713
3250 118 84
3251 104 75
3252 233 139
3253 496 276
3254 1336 747
3255 1843 1095
3256 912 26
3257 469 4
3258 1423 9
3259 1811 972
3260 1482 804
3261 1384 776
3262 222 25
3263 400 215
3264 959 573
3265 1951 1127
3266 1563 862
3267 366 199
3268 676 7
3269 953 564
3270 1655 910
3271 1844 1092
3272 1261 719
3273 1590 877
3274 1354 748
3275 1690 957
3276 881 522
3277 985 590
3278 500 257
3279 1740 197
3280 1815 1051
3281 1668 5
3282 232 138
3283 531 320
3284 1575 863
3285 721 4
3286 508 6
3287 879 516
3288 723 320
3289 248 24
3290 1296 733
3291 2011 4
3292 2017 41
3293 483 7
3294 576 41
3295 902 516
3296 1562 6
3297 72 61
3298 430 222
3299 1665 894
3300 796 435
3301 451 229
3302 75 71
3303 1418 23
3304 1876 23
3305 1675 935
3306 168 108
3307 223 135
3308 371 203
3309 394 213
3310 296 170
3311 946 502
3312 1638 910
3313 364 38
3314 219 4
3315 1877 1101
3316 20 23
3317 493 257
3318 1254 709
3319 1723 25
3320 1194 706
3321 2000 7
3322 792 436
3323 1154 661
3324 1179 8
3325 425 218
3326 1771 983
3327 184 24
3328 1302 734
3329 39 48
3330 1363 775
3331 1531 826
3332 284 167
3333 1646 920
3334 934 24
3335 1519 821
3336 89 70
3337 467 236
3338 1667 6
3339 902 513
3340 618 341
3341 677 384
3342 1312 3
3343 249 153
3344 1246 719
3345 1788 1012
3346 1951 1126
3347 1015 617
3348 1861 1103
3349 418 220
3350 716 397
3351 1379 8
3352 641 360
3353 1073 6
3354 1178 672
3355 1743 977
3356 984 6
3357 1252 713
3358 1946 1137
3359 987 598
3360 1723 265
3361 656 4
3362 39 51
3363 1671 934
3364 149 100
3365 1212 8
3366 1606 881
3367 1725 7
3368 601 335
3369 1649 909
3370 163 105
3371 1184 676
3372 1896 1110
3373 1822 26
3374 1657 910
3375 237 137
3376 1166 5
3377 335 189
3378 621 343
3379 725 404
3380 1635 895
3381 1252 714
3382 932 553
3383 1851 38
3384 60 54
3385 1420 6
3386 1416 776
3387 1257 713
3388 598 336
3389 312 4
3390 1510 815
3391 786 433
3392 1889 1108
3393 464 6
3394 789 437
3395 1068 619
3396 1482 7
3397 1442 6
3398 934 23
3399 7 31
3400 1353 748
3401 1899 4
3402 1565 846
3403 2 11
3404 816 475
3405 1795 1034
3406 1168 8
3407 1303 736
3408 253 151
3409 221 40
3410 1140 644
3411 1985 1139
3412 1482 806
3413 245 5
3414 902 515
3415 888 520
3416 293 174
3417 312 5
3418 1851 7
3419 1587 876
